,id,name,lat,lng,checkinsCount,tipCount,usersCount
0,4b9d22e3f964a520d49236e3,Peckham Bus Station,51.47353804023315,-0.06767749786376953,600,1,174
1,4bd7459c304fce727a4b33ab,Peckham Lodge London,51.47406612869795,-0.07534289692385593,864,14,388
2,5202bb10498e61d1fa61233a,Peckham Pelican,51.47426503438942,-0.07730817329143107,157,4,93
3,4ac518d3f964a52069a720e3,South London Gallery,51.47416621296672,-0.08003711700439453,658,8,301
4,4e91fa310aafb4070c82f04c,Stormbird,51.473963449024524,-0.0904455520998304,771,14,238
5,4b155f6bf964a520cfab23e3,Camberwell Green,51.474423493982954,-0.09283661842346191,3508,12,644
6,4b155f6bf964a520cfab23e3,Camberwell Green,51.474423493982954,-0.09283661842346191,3508,12,644
7,4bf4340e98ac0f47f2b763a8,Myatt's Fields Park,51.47352467476185,-0.10376930236816406,580,9,155
8,4bf4340e98ac0f47f2b763a8,Myatt's Fields Park,51.47352467476185,-0.10376930236816406,580,9,155
9,4fab1891e4b07dbb59449cba,TfL bus N109,51.47421646118164,-0.11217159777879715,17,0,7
10,4bbf5f8d98f495215388d263,Horizons Gym,51.475058801657134,-0.11630326544840455,537,3,61
11,4c139e94a5eb76b0482ec0b7,Jack's Supermarket,51.473199445825756,-0.12369259839460264,434,2,62
12,4be6f324d4f7c9b67b3d2720,Stockwell,51.471876339340476,-0.12641205851543136,2814,5,518
13,4b2e2e55f964a5202edd24e3,Larkhall Park,51.47320390227611,-0.1308917999267578,1215,5,204
14,4b641cecf964a520ab9f2ae3,BMW Park Lane Service Battersea,51.47320390227611,-0.1375436782836914,151,0,72
15,4b7c080bf964a52068792fe3,Queenstown Road Railway Station (QRB),51.47507838456744,-0.14635741710662842,2450,12,1040
16,51bb98b5498ea2cd7760ffc5,Bethak Shisha Lounge,51.47444992628702,-0.14695460780257003,23,2,10
17,4b71aad9f964a520cd542de3,Tesco Metro,51.47477149433845,-0.1532989740371704,474,3,169
18,4ac518bff964a52045a320e3,The Lost Angel,51.47418626089026,-0.15703260898590088,718,18,528
